MSE,MSE,MSE,MSE,MSE,MSE,MSE,R2,R2,R2,R2,R2,R2,R2
Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN
8.493956218526984,8.462070195555816,8.449702141087533,8.439560497539588,8.397968183175902,0.10853532808192128,0.20041498279771175,-6.480356563449599,-6.45227555913568,-6.441383407700155,-6.432451985412793,-6.395822959581362,0.9044163952702182,0.8235009113050871
8.58870676661219,8.481102622434527,8.463206680630782,8.449746490895514,8.411569685700943,0.12156452095758123,0.1963536583670207,-6.563800351717974,-6.469036810978492,-6.453276425324658,-6.441422465162742,-6.407801369413996,0.8929420003079146,0.8270775903083474
8.587595713113677,8.491773852583329,8.476298459326625,8.460822525339204,8.414465352059118,0.11143857440803717,0.20441595394770487,-6.562821882307945,-6.478434623308812,-6.464805937624366,-6.451176775735609,-6.4103514904989956,0.9018595987490045,0.8199773835128501
8.535818642227541,8.482192955492282,8.472305680945707,8.461170761444556,8.415011903018664,0.10866605755919678,0.2055947460398364,-6.517223465966395,-6.469997032556646,-6.461289624942775,-6.451483456176299,-6.410832820512045,0.904301265985558,0.8189392588820585
8.745546256175812,8.743784153073186,8.73190093674351,8.740489559481595,8.761230900141486,0.08568272510588176,0.17722509267941333,-8.126022170176626,-8.12418340659232,-8.111783209680546,-8.120745481358394,-8.142389176235394,0.9105896388844499,0.8150647109365172
8.657215370985249,8.71603667229548,8.71737436561935,8.736310608866637,8.75883705896631,0.0953464772002779,0.17749902176235846,-8.033848440492083,-8.095228768731356,-8.09662465854463,-8.116384725055351,-8.139891190746939,0.9005054642340361,0.814778864539873
8.72417499578712,8.753081041220911,8.739480151794117,8.745323541646473,8.758337115659153,0.09457885556245539,0.17780618904103015,-8.10372115084646,-8.133884756841297,-8.11969215928281,-8.125789766428152,-8.139369497353375,0.9013064813323253,0.814458333916285
8.745965164623362,8.76448591957197,8.74417483904652,8.744801060252758,8.758230877466765,0.09450681257070676,0.1771623889864819,-8.126459303280452,-8.145785805630151,-8.124591089400209,-8.125244554426194,-8.139258637257202,0.9013816585620426,0.8151301425602355
8.774572559623591,8.680348399828683,8.64383976585509,8.606177271719528,8.56638543926831,0.10086906364065651,0.17950995153384788,-7.9911208999255265,-7.894571374959689,-7.857161741645108,-7.818569771966292,-7.777795913870365,0.8966415811034869,0.8160599087860486
8.668040772126101,8.632309811966344,8.618772610009932,8.597105821910501,8.56632662024376,0.11066526650649493,0.1789701285862988,-7.881960006381535,-7.845347239151698,-7.831475951563643,-7.809274447160856,-7.777735643246659,0.8866036170056975,0.8166130540649768
8.682044438347493,8.637276273742655,8.61954941611161,8.596421456585965,8.56635889915877,0.11065038861453046,0.1795906507880102,-7.8963092701414705,-7.850436268614075,-7.832271928521896,-7.808573192332679,-7.777768718775455,0.8866188620702837,0.8159772179488851
8.690156355928712,8.635722816031391,8.618161629518923,8.595252864894196,8.566373923057755,0.11102278690356168,0.1795906507880102,-7.904621382350626,-7.84884447300238,-7.830849892638854,-7.807375760878104,-7.77778411345038,0.8862372733356925,0.8159772179488851
