MSE,MSE,MSE,MSE,MSE,MSE,MSE,R2,R2,R2,R2,R2,R2,R2
Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN
0.9667018244897069,0.9062023707517158,0.9619928380103556,1.062728900020314,1.8885665849189825,0.8027918925942313,0.7912308820584392,-0.30429298169080465,-0.22266593712797578,-0.29793952516439637,-0.4338545874454829,-1.5480909208647384,-0.08314250034818582,-0.06754415914194367
1.0137318420127661,0.9338611091013752,0.9727240477862031,1.0600087598196628,1.8767158307958511,0.7773281718597179,0.832581964267909,-0.3677467998487478,-0.25998364709601685,-0.3124182829789668,-0.43018452116129335,-1.532101651951645,-0.048786351016107954,-0.12333584686281984
0.9062834374589823,0.8766711056344099,0.938019780321576,1.0437340166448967,1.8593547327726745,0.7620342992133865,0.827345713856174,-0.22277531391268623,-0.18282177747379813,-0.2655946075268927,-0.40822631981738544,-1.5086777194292993,-0.028151559345974464,-0.11627099554115539
0.929821764731528,0.9131758651357056,0.9780377546389336,1.0823137767279198,1.9056206404843739,0.7954901877065936,0.8191193658127855,-0.2545336847821409,-0.23207471194610463,-0.31958764004357887,-0.4602788856001847,-1.5711005857063727,-0.07329089750844697,-0.10517184609701191
0.7845930353902392,0.7623982155990865,0.8148120073921092,0.8817483793796853,1.7103517959559442,0.8819354058299621,0.8134345686667421,0.05004195709791792,0.07691467533569973,0.013453873586405374,-0.06759036471817881,-1.0708346511797027,-0.067816809859369,0.015121628634876316
0.8239909586537568,0.7916353911773016,0.8407666027036845,0.8979586104669093,1.6899038302238523,0.9157022236606451,0.8243605140872211,0.0023403176623822963,0.04151531689192811,-0.017971050488069018,-0.08721715045806322,-1.0460769632676175,-0.10870050208525317,0.0018928727572119497
0.8259994993171503,0.7988240003930364,0.843452260779045,0.8999284254352967,1.709248972899681,0.9197819827649337,0.8245922937724456,-9.155373032965208e-05,0.03281159810557588,-0.02122275216536562,-0.08960213412200546,-1.0694993912615796,-0.11364013295043707,0.0016122419508847186
0.8229762888204025,0.798994903709407,0.8441422444396309,0.900285802448677,1.7018475640860458,0.9149596076006312,0.8245829684158434,0.0035688447147612656,0.032604674295878544,-0.022058160457663956,-0.09003483381840294,-1.0605380221005314,-0.10780136830866094,0.001623532769318703
1.003618873273463,0.9630222462806651,1.0381981563912628,1.1576952147458734,2.0191750744081207,0.9670192014645212,0.9286397495059294,-0.1281976590999514,-0.08256178998636932,-0.16706925399095973,-0.3013994316063697,-1.2698144215144724,-0.08705488552496354,-0.04391140844387431
0.9981941384033933,0.9515530169680431,1.02936798569309,1.1499820941267367,2.0199555393530857,0.9617044643395215,0.9304471977611044,-0.12209955418718854,-0.06966889009502286,-0.15714299794254738,-0.2927288845903666,-1.2706917652426224,-0.0810804323307952,-0.04594321448572525
0.9875382727476116,0.9509029572489593,1.0374185410058616,1.1586335954708131,2.001347350038331,0.9347247772730839,0.9278094992914839,-0.1101209804390435,-0.06893813873823218,-0.16619286527784283,-0.3024542931334038,-1.249773749266577,-0.050751768131481745,-0.04297809962182164
1.0235755296557074,0.9760360052809421,1.051550168618503,1.1663095733760394,1.9919061803094797,0.934922644242341,0.9235755122781103,-0.15063152678965896,-0.09719094138157525,-0.18207864584298172,-0.3110830869261443,-1.2391606511364928,-0.05097419624385968,-0.0382185495930667
