MSE,MSE,MSE,MSE,MSE,MSE,MSE,MSE,MSE,MSE,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2
Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,RBF,LAPL,RBF+LAPL,ExtraTrees,KNN,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,RBF,LAPL,RBF+LAPL,ExtraTrees,KNN
296.4115244085631,37.36821588798804,26.997376415272075,13.92619626650313,0.019529445421102812,0.01946057951648635,2.149331422949374,2.2557226849147223,42.3100394052677,124.5451477990308,0.734619027757808,0.9665437655195841,0.9758289087599782,0.9875317010287828,0.9999825150414663,0.9999825766979783,0.9980756764979665,0.9979804230607231,0.9621192886633559,0.8884931600520474
298.0860396881645,24.847310600816623,17.669534104484253,8.941771488705713,0.022844764229800134,0.022906378855040654,0.8530858101550782,1.7436025850839028,30.181483456339155,69.10950648046344,0.733119813131043,0.9777538897719796,0.9841802435007512,0.9919943193302788,0.9999795467947677,0.9999794916304174,0.9992362215262828,0.9984389306382171,0.9729781376100789,0.9381253881489311
352.57812819189667,52.11721851766608,37.88376160443365,19.799086081977055,0.035412795787284644,0.03579457999160705,1.2997082114642113,1.68762369264473,74.87728972109878,173.82580727153606,0.6843323597569451,0.9533387976450168,0.9660821909443762,0.9822736287854328,0.9999682944777718,0.9999679526615636,0.9988363548634698,0.9984890492458867,0.9329614191462543,0.8443715647475295
408.69597624959556,73.56539029409959,58.488541965965624,36.345762392589435,0.062422929188757845,0.06573395669353803,19.27028259194693,18.809118872494736,52.35763759007705,112.43598365100192,0.6340893433715084,0.934135979231648,0.947634471490516,0.967459181015735,0.9999441119650413,0.9999411475604012,0.9827470732123635,0.9831599589005136,0.9531235474204875,0.8993346472751108
285.7212370658154,32.24723855805366,20.127249560514873,10.677853405484397,0.020248679235802015,0.020175679539029375,2.2644724422713165,3.020942119611902,46.59520274724751,93.2667819900022,0.7006430200941175,0.966213796201576,0.9789121988126496,0.9888125573717601,0.9999787849740349,0.9999788614575648,0.9976274580134122,0.9968348866234638,0.9511810906470867,0.9022821598114666
217.2110897733029,21.002961896098036,12.961819764075223,6.9070093134015,0.02419887751006422,0.024205629973771074,1.725429806999082,1.9698676113784128,35.11104828691894,37.45521644073156,0.7724227414652297,0.9779946940351306,0.9864195911423829,0.9927633609966298,0.9999746462567399,0.999974639182022,0.9981922258864369,0.9979361225472336,0.9632133141923905,0.9607572731009989
309.6667547118669,54.40185903581412,40.50702133942945,22.018940317832612,0.03517362957630512,0.034911901079118776,6.723775518548321,5.879441534112218,89.42148808221631,96.40393160940637,0.6755547280286811,0.9430018699713403,0.9575598240519955,0.976930229121345,0.9999631477462774,0.9999634219654894,0.9929553394299,0.9938399683577612,0.9063109662904898,0.8989952930555265
232.337109909007,27.81113229232173,19.82969684261147,9.66964620005994,0.025576612229647296,0.02541044890790083,1.6665651410085087,2.130949216982229,32.280730596943265,37.30222915930603,0.7565748480698329,0.9708616109313756,0.9792239519182608,0.9898688801961838,0.9999732027710928,0.9999733768643828,0.9982538998061463,0.9977673534929373,0.9661787057906711,0.9609175615380848
247.61336435961502,26.746743470402144,19.066359926738592,10.180422973460225,0.020071885673414842,0.02035197968197098,2.2373068995276686,2.9115710641749883,33.47099236382858,63.64065345636339,0.7632692446773874,0.9744287760858793,0.981771606720894,0.9902670066850238,0.9999808102738376,0.9999805424899626,0.9978610227538265,0.9972163925037723,0.9680000579767623,0.939156353693134
318.37355190785746,27.01348481858327,17.324766560467154,9.396068637860965,0.019287292837976363,0.017974028007701103,2.1161935239637275,2.4860556655228514,43.99796972584156,55.58278595809956,0.695618967850095,0.9741737580217534,0.9834366570469479,0.9910168886422727,0.9999815603838126,0.9999828159306448,0.997976813195716,0.9976232064977779,0.9579357413409522,0.9468600778603933
302.22617175243425,42.87271991067565,25.233773593162955,13.691487717819761,0.02654166343433955,0.02646781901365923,13.30825742770549,12.456214518677454,23.118663882202178,124.5109972231137,0.7110566705385617,0.959011536419137,0.9758752509267891,0.9869102532599069,0.9999746248428529,0.9999746954418108,0.9872766405761808,0.9880912361935988,0.9778974015516589,0.8809612619463006
344.90462189758597,42.48082367438565,32.586614232362834,14.520076103387249,0.02402975587264367,0.033854812777722405,3.9678196063296447,4.5022341460833095,43.025784373479866,69.02450148467155,0.6702539385657149,0.9593862088131935,0.9688455676833733,0.9861180813394849,0.9999770263520603,0.9999676331064726,0.9962065660921835,0.9956956390750636,0.9588651991405074,0.9340091258220546
