MSE,MSE,MSE,MSE,MSE,MSE,MSE,R2,R2,R2,R2,R2,R2,R2
Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN
61.92920374993497,62.50743096779821,61.1871416639693,58.96117758151433,57.50793939410547,67.024683538135,57.56878937734233,-0.12650600163863635,-0.13702408344482198,-0.11300772711206131,-0.07251694495308358,-0.04608221883361119,-0.2191939132386902,-0.04718909357388279
63.83296736571374,63.00744522621035,60.686709187180874,57.458259307763676,57.700031337149746,58.31618793826368,49.81061570181298,-0.16113588558701997,-0.1461194541084041,-0.1039047489631193,-0.04517852700427749,-0.04957641403721147,-0.06078443976779968,0.09393381255177313
63.059172769194554,63.52832320650568,63.421032382731006,62.02380290502751,57.8887422599861,65.27278399426586,65.09637619926698,-0.14706038962982682,-0.1555943405173017,-0.15364269654992624,-0.12822678132752086,-0.0530091077306154,-0.18732647056325225,-0.18411757350388558
60.00166372655447,60.53673689427533,59.48224397857939,59.763990695530666,58.85742417533641,53.284337554369515,53.96808499533627,-0.0914436195433539,-0.10117671957136753,-0.08199525870496416,-0.08712029420306577,-0.07062964739922162,0.030746038804039033,0.01830852065082167
73.75302081121856,74.01701596813021,72.65432538186174,72.43227743322696,66.5394625022505,69.832151612738,56.10399779324178,-0.2446292072704972,-0.2490842937097526,-0.22608802202505007,-0.22234082144607004,-0.12289581573021802,-0.17846204193082493,0.05320929868290081
74.22609764650265,73.581769507744,70.88349837333374,70.31962287302035,62.5411867320423,62.6367060354066,52.720671289189255,-0.2526126802184703,-0.24173923243633855,-0.1962041882295653,-0.18668842996997204,-0.05542236518422872,-0.057034314274824416,0.1103050886364374
82.32177129107855,83.32299461906761,82.55050914866416,81.92212787996915,65.47098385616701,58.794981998043895,49.12893956728939,-0.38923232995946755,-0.406128611404067,-0.3930924270135021,-0.38248809282193874,-0.1048645579507661,0.007797226055079376,0.17091784939642174
74.33611708422025,74.1646267451735,72.44573649339458,71.03190217779019,64.76347858131588,64.49435831843654,53.68985628533833,-0.2544693283129438,-0.2515753196012376,-0.22256795165989418,-0.19870859696381005,-0.09292495575288973,-0.08838337988570855,0.09394947445023194
82.21020535906777,83.56690366206614,81.73558046347893,81.04249623369859,74.9693072141614,70.53649404693802,63.74508933252926,-0.28743172692342234,-0.3086779509355684,-0.2799989861061487,-0.2691451192054126,-0.1740375082560781,-0.10461858044679717,0.0017364622333478907
77.81252032421115,80.02414742824519,75.52765064622793,74.8907649261228,69.08772610899508,60.15514394873313,54.57114735944053,-0.21856291417490548,-0.25319753027178815,-0.18278130163090478,-0.17280751700274877,-0.08193052365250253,0.05795587641477262,0.14540261542592303
82.16742700459541,82.10997011656382,80.64422207454986,80.73987398259938,75.10831053885995,73.26945583917673,62.86135300530559,-0.28676180753162983,-0.28586201874921424,-0.26290804941265034,-0.2644059814592359,-0.1762143339869362,-0.14741742402625224,0.015575987155262427
88.37470743763659,86.79144277484083,86.16632766779941,86.72090193879559,73.82999883236869,68.99365178655046,62.68735634688288,-0.3839693224928695,-0.3591750144127823,-0.3493855604360019,-0.35807032783559056,-0.1561956630610286,-0.08045729697857484,0.01830081696749386
