,Seed,Metric,ExtraTrees,KNN
0,3682191052,0.879746835443038,0.8987341772151899,0.7974683544303798
1,288361956,0.8860759493670886,0.8829113924050633,0.8449367088607594
2,993953556,0.8417721518987342,0.9113924050632911,0.7151898734177216
3,1706396056,0.879746835443038,0.8892405063291139,0.8575949367088608
4,2447065356,0.8829113924050633,0.8987341772151899,0.7436708860759493
5,3174295456,0.8955696202531646,0.9018987341772152,0.8259493670886076
6,3886108256,0.870253164556962,0.8734177215189873,0.7215189873417721
7,308788260,0.8860759493670886,0.9177215189873418,0.8164556962025317
8,1092051760,0.8955696202531646,0.8987341772151899,0.8354430379746836
9,1895887660,0.8987341772151899,0.8955696202531646,0.8575949367088608
