Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,F1,F1,F1,F1,F1,F1,F1,F1
Metric,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Metric,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Metric,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN
0.9864864864864865,0.9864864864864865,0.972972972972973,0.9594594594594594,0.9054054054054054,0.8108108108108109,0.9864864864864865,0.7972972972972973,0.9903005464480875,0.998848649642707,1.0,0.9977939410316458,0.9906264391535909,0.9686969119602317,0.9994243248213536,0.869291098056467,0.9850552306692656,0.9850552306692656,0.9555137844611529,0.9416536510358019,0.8906173175155575,0.8018741421180445,0.9850552306692656,0.7925580997949419
0.9726027397260274,0.9863013698630136,0.958904109589041,0.9178082191780822,0.8767123287671232,0.8082191780821918,0.9863013698630136,0.7671232876712328,0.9811280927443837,1.0,0.9822024893746205,0.9749922296070167,0.9630474412955574,0.9475611983131152,0.9998553240740741,0.854303404202508,0.9675925925925926,0.9835294117647059,0.9505882352941176,0.9061403508771929,0.8597883597883599,0.7969215969215969,0.9835294117647059,0.759693629173363
0.9452054794520548,0.9452054794520548,0.9315068493150684,0.9178082191780822,0.863013698630137,0.8356164383561644,0.9452054794520548,0.821917808219178,0.9617328042328043,0.9957444176688653,0.9841320375461501,0.9769332156716334,0.9692158149392647,0.9539477951630482,0.9988624621464964,0.879666068930146,0.9452012689133623,0.9452012689133623,0.9173637596406475,0.896875588179936,0.8234316852737905,0.793551456594935,0.9478630279058732,0.7861111111111111
0.9863013698630136,0.9863013698630136,0.958904109589041,0.9178082191780822,0.9041095890410958,0.863013698630137,0.9863013698630136,0.8356164383561644,0.9903005464480875,0.9995077630323532,0.9827023158990372,0.9710599358140342,0.9615231156214762,0.9484300459710294,0.9990155260647064,0.8980910786238655,0.9845614035087719,0.9845614035087719,0.9544513457556936,0.9098788638262323,0.8951322751322751,0.8509780197620488,0.9845614035087719,0.8321028669865879
0.9452054794520548,0.9041095890410958,0.9315068493150684,0.9315068493150684,0.8904109589041096,0.863013698630137,0.9452054794520548,0.8356164383561644,0.9651877235411469,0.995981871801544,0.997083441755573,0.9948499436204354,0.9859094457455114,0.9763650301982029,0.996757090814468,0.8924487852766542,0.9421837421837423,0.8642409291807996,0.9258209626630679,0.9277777777777777,0.8816614185035238,0.8542472803074719,0.9299830604178431,0.8248822009423925
0.972972972972973,0.972972972972973,0.9459459459459459,0.9324324324324325,0.8783783783783784,0.7972972972972973,0.972972972972973,0.8108108108108109,0.9825882067044978,0.9977475436107608,0.987356695463765,0.9792819889771733,0.9721282360626624,0.9466988621957885,0.998478549285414,0.8699992535545814,0.9705128205128206,0.9705128205128206,0.9296632996632995,0.9138624338624339,0.8445803992009622,0.7588457863765661,0.9705128205128206,0.790743809293592
0.9452054794520548,0.958904109589041,0.9315068493150684,0.8767123287671232,0.863013698630137,0.8356164383561644,0.9315068493150684,0.821917808219178,0.9648180546256099,0.9995446265938069,0.9955743397085609,0.9903255964367809,0.9703139583261242,0.9442952437787312,0.9970018734655897,0.8913521354154761,0.9437169312169312,0.9352902532250358,0.9237654320987655,0.8468308444167897,0.8301794246515594,0.7972609819121447,0.9204365079365079,0.7861861816216581
0.9863013698630136,0.9726027397260274,0.9726027397260274,0.9315068493150684,0.8767123287671232,0.8493150684931506,0.9726027397260274,0.7945205479452054,0.9902542372881356,0.9986772486772487,0.9948065747246075,0.9834656084656084,0.9698761535183488,0.9524964267801046,0.9996216063839015,0.8649056537955326,0.9854809437386569,0.958125320638353,0.9537925842273668,0.9128908128908129,0.854370830457787,0.8253980361531847,0.9690676883780333,0.7757254401592116
0.9726027397260274,0.958904109589041,0.9452054794520548,0.9452054794520548,0.958904109589041,0.9178082191780822,0.9863013698630136,0.8767123287671232,0.9831543728602551,0.9954896348338972,0.9973848555815769,0.996135831381733,0.996135831381733,0.9893301616059572,0.9901205655304016,0.9232714538042407,0.9732082732082733,0.9578487281004443,0.9422027290448343,0.9422027290448343,0.9577777777777777,0.9106021454858664,0.9848171152518979,0.8726190476190476
1.0,1.0,0.9452054794520548,0.9178082191780822,0.8904109589041096,0.8356164383561644,0.9863013698630136,0.7945205479452054,1.0,1.0,0.9719142798699211,0.9568054494525082,0.9518829986043101,0.94122181079751,1.0,0.8751247203633895,1.0,1.0,0.9431601819912713,0.9119970468807678,0.8810207336523126,0.8338345864661654,0.9858517260894172,0.7905372405372407
