,Seed,Metric,ExtraTrees,KNN
0,3580297080,0.8370273794002607,0.8565840938722294,0.8005215123859192
1,1741641184,0.8709256844850065,0.8709256844850065,0.8318122555410691
2,4104612784,0.817470664928292,0.847457627118644,0.7731421121251629
3,2141266088,0.8670143415906127,0.8748370273794003,0.7940026075619296
4,142398792,0.833116036505867,0.8279009126466753,0.8148631029986962
5,2496357392,0.8500651890482399,0.848761408083442,0.8018252933507171
6,720311196,0.8996088657105606,0.9061277705345502,0.8226857887874837
7,3124931296,0.8200782268578879,0.8239895697522817,0.8135593220338984
8,1135609300,0.8305084745762712,0.8526727509778357,0.7953063885267275
9,3440994400,0.8461538461538461,0.8670143415906127,0.8239895697522817
