,Seed,Metric,ExtraTrees,KNN
0,4054275988,0.9727272727272728,0.9545454545454546,0.5393939393939394
1,927802192,0.9393939393939394,0.9454545454545454,0.509090909090909
2,1764505392,0.9363636363636364,0.9363636363636364,0.5303030303030303
3,2664760192,0.9181818181818182,0.9242424242424242,0.4636363636363636
4,3551567992,0.9666666666666667,0.9575757575757575,0.5696969696969697
5,91372596,0.9363636363636364,0.9333333333333333,0.49696969696969695
6,948028696,0.9272727272727272,0.9363636363636364,0.46060606060606063
7,1745016596,0.9545454545454546,0.9515151515151515,0.5393939393939394
8,2561454096,0.8939393939393939,0.8909090909090909,0.5696969696969697
9,3406895696,0.9606060606060606,0.9545454545454546,0.5575757575757576
