,Seed,Metric,ExtraTrees,KNN
0,1328093924,0.8292046936114733,0.8461538461538461,0.7900912646675359
1,3850234824,0.8539765319426337,0.8435462842242504,0.8122555410691004
2,2012089128,0.8200782268578879,0.8213820078226858,0.8161668839634941
3,118276332,0.7953063885267275,0.8122555410691004,0.803129074315515
4,2473263632,0.8435462842242504,0.8500651890482399,0.8109517601043025
5,488353436,0.8318122555410691,0.8252933507170795,0.7926988265971316
6,2822187936,0.8513689700130378,0.8513689700130378,0.7770534550195567
7,821241840,0.8279009126466753,0.8357235984354628,0.8057366362451108
8,3099064440,0.8565840938722294,0.8552803129074316,0.7731421121251629
9,1092303244,0.8279009126466753,0.81877444589309,0.8135593220338984
