,Seed,Metric,ExtraTrees,KNN
0,2082433920,0.8500651890482399,0.8552803129074316,0.817470664928292
1,314902724,0.8383311603650587,0.8552803129074316,0.7992177314211213
2,2682729124,0.8500651890482399,0.8461538461538461,0.7666232073011734
3,792072328,0.8435462842242504,0.8213820078226858,0.8005215123859192
4,3120700528,0.848761408083442,0.8696219035202086,0.7953063885267275
5,1338051432,0.848761408083442,0.8735332464146024,0.7796610169491526
6,323454436,0.8318122555410691,0.8578878748370273,0.803129074315515
7,3426805736,0.8370273794002607,0.8279009126466753,0.8161668839634941
8,1881250940,0.8018252933507171,0.7979139504563233,0.7966101694915254
9,134836844,0.8539765319426337,0.8617992177314211,0.8213820078226858
