Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,F1,F1,F1,F1,F1,F1,F1,F1,F1
Metric,Mismatch,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Metric,Mismatch,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Metric,Mismatch,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN
0.8376436781609196,0.8376436781609196,0.6752873563218391,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.8376436781609196,0.882183908045977,0.7665570175438596,0.7665570175438596,0.9736613669590642,0.9829404239766082,0.9829769736842106,0.983232821637427,0.9814967105263159,0.9736613669590642,0.8350877192982455,0.6954177897574124,0.6954177897574124,0.11023622047244094,0.0,0.0,0.0,0.0,0.6954177897574124,0.8
0.9367816091954023,0.9367816091954023,0.7413793103448276,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.9367816091954023,0.8204022988505747,0.9191885964912281,0.9191885964912281,0.9880802266081872,0.9898848684210526,0.989875730994152,0.9899122807017544,0.9129568713450292,0.9880802266081872,0.7484649122807017,0.9039301310043668,0.9039301310043668,0.4,0.0,0.0,0.0,0.0,0.9039301310043668,0.6648793565683646
0.9554597701149425,0.9554597701149425,0.6623563218390804,0.6566091954022989,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.9367816091954023,0.9640804597701149,0.9521929824561405,0.9521929824561405,0.9884731359649123,0.9913377192982455,0.9914016812865496,0.991922514619883,0.9903326023391813,0.9884731359649123,0.9656798245614033,0.9358178053830227,0.9358178053830227,0.04081632653061224,0.008298755186721992,0.0,0.0,0.0,0.9030837004405287,0.9490835030549898
0.8793103448275862,0.8793103448275862,0.6795977011494253,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.8793103448275862,0.9410919540229885,0.8309210526315789,0.8309210526315789,0.9849506578947369,0.9877284356725147,0.9877832602339182,0.9881578947368421,0.986312134502924,0.9849506578947369,0.924451754385965,0.7941176470588235,0.7941176470588235,0.13229571984435798,0.0,0.0,0.0,0.0,0.7941176470588235,0.9106753812636166
0.9540229885057471,0.9540229885057471,0.6968390804597702,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.9540229885057471,0.9367816091954023,0.9530701754385965,0.9530701754385965,0.9856953581871346,0.9889528508771929,0.9889528508771929,0.989108187134503,0.9722404970760234,0.9856953581871346,0.9241228070175438,0.9344262295081968,0.9344262295081968,0.21561338289962825,0.0,0.0,0.0,0.0,0.9344262295081968,0.905982905982906
0.9497126436781609,0.9497126436781609,0.7169540229885057,0.6580459770114943,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.9497126436781609,0.9612068965517241,0.9438596491228071,0.9448464912280702,0.9905016447368422,0.9915844298245614,0.9919956140350877,0.9930098684210525,0.9921326754385965,0.9901452850877193,0.9694078947368422,0.9269311064718163,0.9272349272349273,0.303886925795053,0.01652892561983471,0.0,0.0,0.0,0.9269311064718163,0.9465346534653465
0.9195402298850575,0.9195402298850575,0.6752873563218391,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.8663793103448276,0.9554597701149425,0.8882675438596492,0.8882675438596492,0.9896472953216375,0.9926260964912281,0.992671783625731,0.9927448830409357,0.9919225146198831,0.9896472953216375,0.9452850877192983,0.8709677419354839,0.8709677419354839,0.11023622047244094,0.0,0.0,0.0,0.0,0.7645569620253164,0.9339019189765458
0.8836206896551724,0.9080459770114943,0.6637931034482759,0.6594827586206896,0.6566091954022989,0.6551724137931034,0.6551724137931034,0.8836206896551724,0.9511494252873564,0.8351973684210525,0.8765350877192982,0.9859100877192982,0.989281798245614,0.9897295321637427,0.9902960526315789,0.9895924707602338,0.9846491228070177,0.9429824561403508,0.800982800982801,0.8532110091743119,0.04878048780487805,0.024691358024691357,0.008298755186721992,0.0,0.0,0.800982800982801,0.9282700421940928
0.9482758620689655,0.9482758620689655,0.728448275862069,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.9482758620689655,0.9669540229885057,0.937828947368421,0.937828947368421,0.9867096125730994,0.9883497807017544,0.9885142543859649,0.9896472953216374,0.9911184210526316,0.9867096125730994,0.9678728070175437,0.9234042553191489,0.9234042553191489,0.35494880546075086,0.0,0.0,0.0,0.0,0.9234042553191489,0.9529652351738241
