,Seed,Metric,ExtraTrees,KNN
0,3728939392,0.710204081632653,0.710204081632653,0.6653061224489796
1,200025696,0.7306122448979592,0.7346938775510204,0.689795918367347
2,708205596,0.6612244897959184,0.6979591836734694,0.6775510204081633
3,1092799896,0.673469387755102,0.6571428571428571,0.6122448979591837
4,1500029096,0.6530612244897959,0.689795918367347,0.6612244897959184
5,1881679496,0.689795918367347,0.710204081632653,0.689795918367347
6,2271834196,0.6489795918367347,0.6775510204081633,0.6122448979591837
7,2658826396,0.6285714285714286,0.6612244897959184,0.6285714285714286
8,3027511296,0.6857142857142857,0.7387755102040816,0.673469387755102
9,3412661396,0.6938775510204082,0.7428571428571429,0.7142857142857143
