,Seed,Metric,ExtraTrees,KNN
0,1873340220,0.7297748123436196,0.7297748123436196,0.7689741451209341
1,3708118524,0.7297748123436196,0.7197664720600501,0.7781484570475397
2,1012788332,0.7231025854879066,0.7339449541284404,0.7789824854045038
3,2500128536,0.7089241034195163,0.7097581317764804,0.786488740617181
4,4197574140,0.7030859049207673,0.6997497914929107,0.7522935779816514
5,1427517248,0.707256046705588,0.7030859049207673,0.7597998331943286
6,2901911552,0.7422852376980817,0.7089241034195163,0.7839866555462885
7,278396560,0.737281067556297,0.7281067556296914,0.7781484570475397
8,2396560264,0.7322768974145121,0.7197664720600501,0.7789824854045038
9,4047677468,0.7197664720600501,0.7055879899916597,0.7456213511259383
