,Seed,Metric,ExtraTrees,KNN
0,768478884,0.9484848484848485,0.9515151515151515,0.5
1,1892066884,0.9272727272727272,0.9454545454545454,0.593939393939394
2,2846298184,0.9545454545454546,0.9393939393939394,0.5848484848484848
3,3707075784,0.9363636363636364,0.9242424242424242,0.503030303030303
4,276604188,0.9606060606060606,0.9454545454545454,0.5424242424242425
5,1105035588,0.9727272727272728,0.9696969696969697,0.5454545454545454
6,1943609588,0.9575757575757575,0.9606060606060606,0.5727272727272728
7,2843877688,0.9333333333333333,0.9272727272727272,0.5484848484848485
8,3684081488,0.9090909090909091,0.906060606060606,0.6060606060606061
9,201278992,0.9424242424242424,0.9303030303030303,0.5181818181818182
