Metric,Accuracy,Accuracy,Accuracy,Accuracy,AUROC,AUROC,AUROC,AUROC,F1,F1,F1,F1
Model,Metric,KernelMix,ExtraTrees,KNN,Metric,KernelMix,ExtraTrees,KNN,Metric,KernelMix,ExtraTrees,KNN
0,0.9507154213036566,0.9364069952305246,0.9554848966613673,0.9443561208267091,0.9449297570578498,0.992953335421234,0.9888092255380072,0.9324415014988143,0.9284064665127021,0.9014778325123153,0.9351851851851852,0.91725768321513
1,0.9538950715421304,0.9205087440381559,0.9602543720190779,0.9666136724960255,0.9484474967562972,0.9916558543241913,0.9847825600644267,0.9646995660149433,0.9330254041570438,0.8743718592964824,0.9430523917995444,0.9519450800915332
2,0.9284578696343402,0.918918918918919,0.9459459459459459,0.9379968203497615,0.917033913471433,0.9939600017896291,0.9840275602881303,0.9221343564046353,0.8946135831381733,0.8695652173913043,0.9220183486238532,0.9064748201438849
3,0.9443561208267091,0.9300476947535771,0.9411764705882353,0.9395866454689984,0.92916983580153,0.9946422978837636,0.9816618943224017,0.9189857277079325,0.9160671462829736,0.89,0.910411622276029,0.9068627450980392
4,0.9332273449920508,0.9220985691573926,0.9554848966613673,0.9379968203497615,0.9108596930786095,0.9948324459755715,0.9876907073509015,0.9210438011722071,0.896551724137931,0.8753180661577609,0.9339622641509434,0.9060240963855422
5,0.9523052464228935,0.904610492845787,0.9602543720190779,0.9475357710651828,0.939600017896291,0.9927296317838128,0.9910798174578318,0.9326875754999777,0.9285714285714286,0.8429319371727748,0.9414519906323185,0.920863309352518
6,0.9538950715421304,0.918918918918919,0.958664546899841,0.9618441971383148,0.9429947205941569,0.9930092613305893,0.9888483736745559,0.95778712361863,0.9314420803782506,0.8708860759493671,0.9389671361502347,0.9447004608294931
7,0.9507154213036566,0.9284578696343402,0.958664546899841,0.9523052464228935,0.9503825332199902,0.9922822245089705,0.9882443738535188,0.9461433492908594,0.9300225733634312,0.8883374689826302,0.9406392694063926,0.9305555555555556
8,0.9570747217806042,0.9348171701112877,0.9666136724960255,0.9523052464228935,0.9551665769886108,0.9919401847367949,0.9867108331091382,0.944909649358802,0.9382151029748284,0.8987654320987655,0.9521640091116174,0.9299065420560748
9,0.9682539682539683,0.9317460317460318,0.9587301587301588,0.9555555555555556,0.9648519878153557,0.9946217962307942,0.9878265138750961,0.9442318206670312,0.9539170506912442,0.8933002481389578,0.9395348837209302,0.933649289099526
