,Seed,Metric,ExtraTrees,KNN
0,17554916,0.9689335101344951,0.9619246069331313,0.9511271074067058
1,991742912,0.971017238113279,0.9657132032581929,0.9456336427353665
2,4178487408,0.9772684220496306,0.9717749573782913,0.941655616594052
3,871177648,0.9763212729683652,0.9778367114983898,0.9424133358590642
4,3853851560,0.9765107027846183,0.9630611858306497,0.9479068005304034
5,303685756,0.9607880280356128,0.9619246069331313,0.9480962303466566
6,2983883660,0.9744269748058344,0.9698806592157606,0.951695396855465
7,470005480,0.9706383784807728,0.9666603523394582,0.9410873271452926
8,2845309292,0.9801098692934268,0.9742375449895814,0.9520742564879712
9,2492275200,0.9780261413146429,0.9736692555408222,0.9441182042053419
