,Seed,Metric,ExtraTrees,KNN
0,2574952848,0.9074475777295734,0.9031091829356471,0.7628344179320318
1,2203911472,0.8893709327548807,0.8893709327548807,0.7613882863340564
2,1219367196,0.9045553145336226,0.9081706435285611,0.7700650759219089
3,3150808820,0.8915401301518439,0.8980477223427332,0.765003615328995
4,231136944,0.918293564714389,0.9154013015184381,0.7606652205350687
5,3395651860,0.8843094721619668,0.8987707881417208,0.7801879971077368
6,540405880,0.8785249457700651,0.8821402747650036,0.7939262472885033
7,1284345296,0.8792480115690527,0.8756326825741142,0.7700650759219089
8,2713860116,0.8929862617498192,0.8980477223427332,0.7780187997107737
9,3037593136,0.8872017353579176,0.8850325379609545,0.754880694143167
