,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0,Seed
0,0.915,0.9225,0.925,0.93,0.93125,0.93,0.93,0.93,0.92875,0.92375,0.9225,1200103292
1,0.89375,0.935,0.93875,0.93375,0.935,0.935,0.935,0.93625,0.935,0.9325,0.93125,2053220120
2,0.92,0.91875,0.92375,0.925,0.925,0.92375,0.92125,0.925,0.92375,0.92375,0.92375,1116495556
3,0.9325,0.95625,0.96,0.96125,0.96,0.9575,0.955,0.95375,0.95,0.95125,0.95,821493188
4,0.92875,0.9375,0.93875,0.9425,0.945,0.945,0.94125,0.94,0.9375,0.93625,0.9375,207423720
5,0.91875,0.94375,0.9425,0.94125,0.94375,0.94125,0.94375,0.945,0.9475,0.95125,0.9475,3017538248
6,0.9325,0.94,0.9425,0.94875,0.95125,0.95,0.95,0.95125,0.95125,0.94875,0.95125,4220099476
7,0.93625,0.955,0.95125,0.95125,0.95,0.945,0.945,0.9425,0.9375,0.9375,0.94125,478386600
8,0.92,0.9425,0.9425,0.94,0.94,0.93875,0.9425,0.94375,0.94,0.9425,0.94375,3770886316
9,0.91125,0.9225,0.9225,0.9225,0.9225,0.92375,0.92625,0.925,0.9225,0.92625,0.9275,3845650048
10,0.91625,0.9275,0.93125,0.93625,0.94,0.94125,0.94125,0.93875,0.93875,0.94125,0.94,1495160576
11,0.93125,0.955,0.95625,0.95125,0.955,0.955,0.955,0.95625,0.95375,0.95375,0.95,4188591800
12,0.92625,0.9325,0.9325,0.93125,0.93,0.93125,0.92875,0.92875,0.93,0.92875,0.92875,1000725232
13,0.90375,0.9275,0.935,0.9375,0.935,0.93625,0.93875,0.93625,0.93125,0.93125,0.93625,2268828956
14,0.92125,0.94625,0.94625,0.9475,0.9475,0.95125,0.95375,0.9525,0.955,0.955,0.955,1033294284
15,0.91625,0.925,0.9325,0.935,0.93375,0.93625,0.93625,0.9375,0.9375,0.9375,0.94,1603451612
16,0.9375,0.9375,0.9425,0.94375,0.9425,0.94625,0.9475,0.945,0.94375,0.945,0.9425,739907248
17,0.92625,0.93625,0.9375,0.93875,0.93875,0.93875,0.9425,0.9425,0.9425,0.94375,0.93875,2147098380
18,0.9125,0.925,0.92625,0.9225,0.925,0.925,0.92,0.92125,0.92,0.9225,0.92375,3426475212
19,0.92,0.9375,0.93875,0.94375,0.94625,0.94875,0.94625,0.94625,0.94625,0.94375,0.94375,1143440548
20,0.935,0.9475,0.945,0.94625,0.945,0.945,0.9425,0.9425,0.94125,0.94,0.935,1764044580
21,0.93875,0.94875,0.94625,0.94625,0.94375,0.945,0.94375,0.94375,0.94,0.9375,0.93625,3743472112
22,0.94125,0.95625,0.9575,0.955,0.95375,0.95375,0.95625,0.95625,0.95375,0.95125,0.95125,123338248
23,0.91625,0.9375,0.94,0.94625,0.94375,0.94625,0.94375,0.94375,0.945,0.94875,0.9475,2699670876
24,0.9325,0.94875,0.94625,0.9475,0.94875,0.94625,0.945,0.94375,0.945,0.94375,0.9425,2529492808
25,0.92,0.94125,0.94125,0.94,0.9425,0.9425,0.945,0.945,0.9475,0.94625,0.94625,3250412840
26,0.9075,0.9175,0.91875,0.92125,0.91625,0.915,0.91625,0.91375,0.915,0.91625,0.9175,2787679972
27,0.925,0.94125,0.94125,0.9425,0.9425,0.94625,0.9475,0.9475,0.9475,0.94875,0.9475,695164904
28,0.9125,0.93625,0.935,0.935,0.94125,0.94,0.93875,0.94,0.9425,0.945,0.94625,2766094624
29,0.90125,0.92,0.9175,0.91625,0.9175,0.91875,0.92,0.92,0.9175,0.92,0.92125,4033198944
