,Seed,Metric,ExtraTrees,KNN
0,658743512,0.900355871886121,0.896797153024911,0.8398576512455516
1,1909713212,0.900355871886121,0.9145907473309609,0.8185053380782918
2,2727776212,0.9074733096085409,0.9288256227758007,0.8149466192170819
3,3567002012,0.900355871886121,0.9323843416370107,0.8113879003558719
4,99472116,0.8683274021352313,0.9181494661921709,0.7615658362989324
5,811166416,0.896797153024911,0.9181494661921709,0.8469750889679716
6,1525178316,0.8683274021352313,0.9217081850533808,0.7330960854092526
7,2230594916,0.8932384341637011,0.9110320284697508,0.8398576512455516
8,3004087016,0.9217081850533808,0.9359430604982206,0.8683274021352313
9,3720806716,0.896797153024911,0.9145907473309609,0.8327402135231317
