Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,F1,F1,F1,F1,F1,F1,F1,F1,F1
Metric,Mismatch,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Metric,Mismatch,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN,Metric,Mismatch,Mix0.00,Mix0.25,Mix0.50,Mix0.75,KR,ExtraTrees,KNN
0.8255555555555556,0.83,0.7622222222222222,0.8122222222222222,0.8144444444444444,0.7755555555555556,0.7233333333333334,0.7333333333333333,0.9411111111111111,0.8255555555555556,0.8299999999999998,0.877795061728395,0.9141135802469136,0.92159012345679,0.9234024691358025,0.9059308641975309,0.8343975308641975,0.9411111111111111,0.8265193370165745,0.825938566552901,0.7494145199063232,0.7916152897657214,0.7770360480640854,0.7106017191977078,0.6175115207373272,0.7235023041474654,0.9399773499433749
0.9055555555555556,0.8977777777777778,0.8766666666666667,0.8911111111111111,0.8744444444444445,0.8277777777777777,0.7266666666666667,0.84,0.9533333333333334,0.9055555555555554,0.8977777777777777,0.9510074074074074,0.9603604938271606,0.9629679012345679,0.9586419753086419,0.8812938271604938,0.9165703703703703,0.9533333333333334,0.9037372593431483,0.8925233644859814,0.8719723183391004,0.8833333333333333,0.8610086100861009,0.7930574098798397,0.6238532110091743,0.8301886792452831,0.9527027027027027
0.8255555555555556,0.8188888888888889,0.7922222222222223,0.8155555555555556,0.8433333333333334,0.8288888888888889,0.7411111111111112,0.78,0.9388888888888889,0.8255555555555556,0.8188888888888889,0.8924246913580246,0.9268395061728394,0.9325432098765432,0.9320543209876543,0.8736938271604938,0.8611456790123457,0.9388888888888889,0.8310010764262648,0.8178770949720671,0.8050052137643379,0.8281573498964804,0.8577194752774975,0.8522072936660269,0.794351279788173,0.7785234899328859,0.9409237379162191
0.7944444444444444,0.7844444444444445,0.7722222222222223,0.8144444444444444,0.8288888888888889,0.8211111111111111,0.7466666666666667,0.6977777777777778,0.9144444444444444,0.7944444444444444,0.7844444444444445,0.8837629629629629,0.9253382716049383,0.9325333333333333,0.9285283950617282,0.8839061728395061,0.7899777777777777,0.9144444444444444,0.8012889366272825,0.7839643652561247,0.7848898216159497,0.8229056203605515,0.8395833333333333,0.8348717948717949,0.7799227799227799,0.7004405286343612,0.9181721572794899
0.83,0.83,0.7833333333333333,0.8133333333333334,0.8211111111111111,0.7888888888888889,0.7366666666666667,0.7711111111111111,0.9344444444444444,0.8300000000000001,0.8300000000000001,0.8847703703703703,0.9076395061728395,0.9126222222222221,0.8976691358024692,0.8578518518518519,0.8581358024691358,0.9344444444444444,0.8294314381270903,0.8197879858657244,0.7878128400435256,0.8238993710691824,0.837865055387714,0.8207547169811321,0.7911894273127753,0.7529976019184652,0.9370330843116329
0.8288888888888889,0.8177777777777778,0.7888888888888889,0.8222222222222222,0.8144444444444444,0.78,0.7011111111111111,0.7544444444444445,0.8977777777777778,0.8288888888888889,0.8177777777777777,0.8918567901234566,0.9139506172839507,0.9166123456790123,0.9155407407407409,0.893841975308642,0.8390222222222223,0.8977777777777778,0.8375527426160337,0.8153153153153153,0.8037190082644629,0.8415841584158416,0.8414055080721747,0.8190127970749543,0.7694944301628106,0.7439165701042874,0.8984547461368654
0.8044444444444444,0.84,0.7933333333333333,0.8044444444444444,0.8055555555555556,0.8044444444444444,0.7144444444444444,0.8088888888888889,0.9355555555555556,0.8044444444444444,0.8400000000000001,0.9013580246913581,0.9193382716049383,0.9206518518518518,0.909358024691358,0.8273086419753086,0.8859037037037036,0.9355555555555557,0.8115631691648822,0.8385650224215246,0.7987012987012987,0.808695652173913,0.8070562293274531,0.8070175438596491,0.7347781217750258,0.8058690744920993,0.9379014989293362
0.8322222222222222,0.8355555555555556,0.8133333333333334,0.8511111111111112,0.8711111111111111,0.8366666666666667,0.78,0.7855555555555556,0.9133333333333333,0.8322222222222222,0.8355555555555555,0.9053580246913581,0.9446172839506173,0.9594469135802469,0.9618864197530864,0.9111259259259259,0.8524839506172839,0.9133333333333333,0.843846949327818,0.8408602150537634,0.8220338983050848,0.8520971302428256,0.867579908675799,0.8191881918819188,0.717948717948718,0.7872105843439912,0.9161290322580645
0.8444444444444444,0.8244444444444444,0.8211111111111111,0.85,0.8555555555555555,0.8155555555555556,0.7366666666666667,0.7677777777777778,0.9511111111111111,0.8444444444444444,0.8244444444444444,0.9147950617283951,0.9415901234567902,0.9491160493827161,0.9443753086419753,0.8925876543209876,0.864679012345679,0.951111111111111,0.8423423423423423,0.8096385542168675,0.823271130625686,0.8534201954397395,0.8631578947368421,0.8382066276803118,0.7839562443026435,0.7484957882069796,0.9522776572668112
0.8233333333333334,0.83,0.7977777777777778,0.8288888888888889,0.8333333333333334,0.8111111111111111,0.7544444444444445,0.7977777777777778,0.9444444444444444,0.8233333333333333,0.83,0.8946271604938272,0.9207358024691357,0.9312444444444445,0.9323407407407407,0.911348148148148,0.8687654320987654,0.9444444444444444,0.8170310701956272,0.8180737217598097,0.789838337182448,0.8166666666666667,0.8138957816377171,0.7721179624664879,0.6810966810966811,0.7843601895734598,0.9426605504587156
