,Seed,Metric,ExtraTrees,KNN
0,3946112732,0.8765822784810127,0.879746835443038,0.6962025316455697
1,127599336,0.8481012658227848,0.8955696202531646,0.7246835443037974
2,534815336,0.8322784810126582,0.8386075949367089,0.8037974683544303
3,966249836,0.8481012658227848,0.8734177215189873,0.819620253164557
4,1367674936,0.8670886075949367,0.8987341772151899,0.8417721518987342
5,1786673436,0.9208860759493671,0.9082278481012658,0.7879746835443038
6,2186088036,0.879746835443038,0.8734177215189873,0.8291139240506329
7,2590550236,0.8829113924050633,0.9018987341772152,0.7689873417721519
8,2996929636,0.9113924050632911,0.9208860759493671,0.8417721518987342
9,3419852636,0.9050632911392406,0.9018987341772152,0.7974683544303798
