,Seed,Metric,KernelMix,ExtraTrees,KNN
0,1796918508,0.955,0.97625,0.9225,0.9725
1,205804724,0.9475,0.98125,0.91,0.9825
2,2424512732,0.9375,0.97125,0.905,0.9675
3,2055253144,0.9225,0.98875,0.89,0.99
4,3404175852,0.92625,0.98625,0.90875,0.96625
5,3692575660,0.93125,0.9725,0.91375,0.97875
6,3862268568,0.9325,0.97125,0.91875,0.9825
7,4167006176,0.9525,0.97875,0.92625,0.97125
8,213378088,0.9075,0.9775,0.90625,0.98125
9,1757868296,0.93375,0.9625,0.9075,0.96
