,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0,Seed
0,0.87875,0.91625,0.92625,0.93,0.92625,0.925,0.9225,0.925,0.9275,0.93,0.92625,3050991096
1,0.8925,0.9175,0.91875,0.91875,0.9225,0.92375,0.9225,0.92,0.91875,0.92,0.92,1071947004
2,0.9025,0.93125,0.93625,0.93875,0.93875,0.9325,0.93,0.93,0.92875,0.92875,0.93125,603494412
3,0.90625,0.9325,0.93375,0.93125,0.93375,0.9325,0.93125,0.93375,0.935,0.935,0.93875,394916120
4,0.89,0.91125,0.92375,0.925,0.92625,0.92875,0.92875,0.92875,0.9275,0.9275,0.9275,4121186724
5,0.855,0.90125,0.91,0.915,0.9175,0.915,0.91625,0.915,0.91,0.91125,0.91,2796007032
6,0.8975,0.93,0.93125,0.93,0.9325,0.935,0.93625,0.935,0.9375,0.93625,0.93625,1575433740
7,0.92125,0.94375,0.94125,0.94375,0.945,0.94625,0.94625,0.94625,0.945,0.945,0.94375,50430448
8,0.865,0.915,0.92375,0.92875,0.93125,0.93875,0.935,0.9325,0.93125,0.93,0.9275,3335846852
9,0.9075,0.94125,0.9475,0.94875,0.94875,0.95125,0.95125,0.95,0.94875,0.95,0.95125,2623614160
10,0.89375,0.93375,0.94125,0.94,0.945,0.945,0.94375,0.94125,0.94,0.94,0.94,159762168
11,0.89625,0.9475,0.94875,0.95,0.95375,0.9525,0.95,0.955,0.95625,0.95625,0.95625,3516297872
12,0.89875,0.9275,0.93625,0.93375,0.92875,0.93375,0.9325,0.93375,0.9325,0.935,0.935,1637777580
13,0.85,0.9,0.90625,0.91,0.915,0.91625,0.9175,0.91625,0.91875,0.92125,0.92,4171101384
14,0.885,0.9175,0.91875,0.91875,0.9175,0.915,0.915,0.91375,0.91375,0.9125,0.91125,2353901592
15,0.86125,0.915,0.92125,0.91875,0.9225,0.92375,0.9225,0.9275,0.925,0.92625,0.9275,652176800
16,0.91375,0.93875,0.94875,0.9525,0.95,0.94875,0.95375,0.9525,0.9525,0.955,0.955,3161159004
17,0.88,0.93875,0.935,0.9375,0.93875,0.93875,0.94,0.93875,0.9375,0.93875,0.94,586738912
18,0.9075,0.93,0.93625,0.93875,0.94125,0.9375,0.93875,0.93875,0.94,0.93875,0.9425,3153688416
19,0.885,0.9225,0.9225,0.92,0.92,0.92125,0.92125,0.9225,0.92125,0.9225,0.92375,1478051624
20,0.9,0.93625,0.94,0.9425,0.94,0.9425,0.94625,0.945,0.9425,0.94125,0.94,4196932828
21,0.88875,0.9225,0.92125,0.92875,0.93375,0.9325,0.9325,0.93375,0.93375,0.9375,0.94125,3980701836
22,0.9,0.93625,0.94625,0.94625,0.9425,0.945,0.945,0.94625,0.9475,0.94625,0.94875,3978434744
23,0.90375,0.925,0.9325,0.9375,0.93875,0.9325,0.9325,0.93375,0.93375,0.93125,0.9275,2976841952
24,0.8975,0.93125,0.93625,0.94375,0.94625,0.94875,0.94625,0.9425,0.9475,0.94375,0.93875,300446160
25,0.8725,0.91375,0.925,0.94,0.94,0.94,0.93875,0.93875,0.9375,0.9375,0.935,3710813664
26,0.9,0.92,0.92,0.92875,0.92875,0.92625,0.9225,0.92625,0.92625,0.9275,0.93,3588921672
27,0.9,0.925,0.935,0.93875,0.94,0.94125,0.94,0.945,0.9425,0.94375,0.94375,1760050480
28,0.8875,0.91625,0.92375,0.92125,0.92625,0.92875,0.93375,0.935,0.93375,0.93625,0.935,35808188
29,0.8975,0.9275,0.935,0.9325,0.935,0.935,0.93125,0.92875,0.925,0.9275,0.92875,3411765992
30,0.86125,0.90375,0.9025,0.9075,0.915,0.91,0.91125,0.91,0.90875,0.9075,0.90625,2349982900
31,0.85875,0.93375,0.9475,0.94625,0.95,0.95,0.94375,0.94625,0.945,0.945,0.94375,1407625108
32,0.915,0.92875,0.93125,0.9325,0.93375,0.93375,0.93375,0.9325,0.9325,0.93375,0.93375,400335816
33,0.9175,0.94,0.9425,0.935,0.93375,0.9325,0.93625,0.9375,0.93375,0.9325,0.9325,3709547520
34,0.9025,0.94125,0.9425,0.9425,0.9375,0.94,0.94125,0.93875,0.9375,0.935,0.935,2728693028
35,0.89125,0.92125,0.92875,0.92625,0.93,0.93,0.925,0.9225,0.925,0.9275,0.9275,1184329936
36,0.85875,0.905,0.9075,0.91625,0.92,0.9175,0.91875,0.92,0.9175,0.92125,0.92125,838301544
37,0.90125,0.92625,0.9325,0.9325,0.92875,0.9325,0.93125,0.92875,0.935,0.9375,0.93125,4219321648
38,0.8975,0.9425,0.94625,0.9475,0.94625,0.94375,0.9425,0.9425,0.9425,0.94375,0.94375,2577571756
