,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0,Seed
0,0.91875,0.9325,0.93625,0.93625,0.93875,0.93875,0.94,0.93875,0.93875,0.93875,0.93875,1130993848
1,0.89875,0.92125,0.9175,0.9225,0.92125,0.92375,0.925,0.925,0.92625,0.92375,0.9225,17923568
2,0.9075,0.93625,0.93375,0.93625,0.94,0.935,0.935,0.93125,0.93,0.92875,0.92875,2685011480
3,0.9125,0.9275,0.93,0.93125,0.935,0.935,0.93375,0.93375,0.9325,0.9325,0.93375,726613596
4,0.92125,0.9325,0.93625,0.9375,0.9375,0.9375,0.93375,0.935,0.935,0.935,0.9375,861113212
5,0.91375,0.92625,0.9275,0.93,0.93625,0.93375,0.93875,0.94,0.93875,0.93875,0.9375,3133556424
6,0.92,0.9325,0.93875,0.94,0.94125,0.93875,0.93875,0.9375,0.93875,0.9375,0.93625,2456419336
7,0.9275,0.94125,0.945,0.955,0.95625,0.955,0.96,0.9575,0.955,0.95125,0.95,803626748
8,0.92625,0.9475,0.95625,0.95625,0.9525,0.95375,0.95375,0.955,0.95375,0.95375,0.95375,3330926456
9,0.9025,0.94,0.93875,0.93875,0.935,0.9275,0.93,0.92625,0.92875,0.93,0.92875,2433683468
10,0.92625,0.93125,0.935,0.93125,0.93375,0.93375,0.935,0.93625,0.9375,0.93625,0.935,3599227780
11,0.9125,0.9325,0.93875,0.935,0.93375,0.93125,0.92875,0.9325,0.92875,0.92625,0.92625,2765091296
12,0.905,0.9375,0.935,0.9325,0.93375,0.9375,0.9375,0.9375,0.93875,0.94125,0.94,2522474608
13,0.92625,0.93875,0.93875,0.94,0.93875,0.935,0.935,0.93375,0.9325,0.9325,0.9325,1692598120
14,0.925,0.93875,0.94,0.9375,0.93875,0.9375,0.93625,0.93625,0.93875,0.9375,0.93625,4278312528
15,0.89,0.90875,0.91375,0.91375,0.915,0.91125,0.91625,0.91375,0.9175,0.9175,0.9175,3393905640
16,0.92375,0.945,0.945,0.945,0.94625,0.94875,0.9475,0.94875,0.945,0.945,0.94375,2066318652
17,0.9225,0.94625,0.94,0.9475,0.94625,0.9425,0.9425,0.94375,0.9425,0.94,0.93875,482125864
18,0.93375,0.9425,0.94875,0.95,0.95125,0.95375,0.95375,0.95375,0.955,0.955,0.95625,114520876
19,0.91625,0.9375,0.93375,0.93,0.9275,0.93,0.93125,0.9275,0.9275,0.9275,0.925,2379210684
20,0.9,0.92875,0.9275,0.92875,0.93375,0.935,0.93125,0.93125,0.93,0.93,0.92625,295734296
21,0.92125,0.93875,0.94125,0.94875,0.945,0.945,0.94125,0.94375,0.9425,0.9425,0.9425,3285773504
22,0.91875,0.93,0.93,0.93125,0.92625,0.9275,0.925,0.92375,0.9225,0.92125,0.92125,1185974516
23,0.935,0.95625,0.95375,0.9475,0.945,0.945,0.945,0.94125,0.94,0.94125,0.93875,1874775228
24,0.92125,0.94,0.94,0.94,0.94125,0.945,0.9475,0.94625,0.945,0.945,0.945,710424240
25,0.91875,0.9325,0.93375,0.935,0.935,0.935,0.93375,0.9325,0.9325,0.9325,0.9325,3652357248
26,0.915,0.94875,0.9475,0.9525,0.9525,0.95,0.95,0.9475,0.9475,0.94625,0.9475,3088454660
27,0.8975,0.9175,0.92375,0.925,0.9275,0.9325,0.935,0.93625,0.93375,0.93875,0.94,951419972
28,0.9175,0.9225,0.92375,0.9175,0.91875,0.91375,0.915,0.9175,0.91625,0.91375,0.9125,1416873184
29,0.94375,0.9475,0.94625,0.9425,0.9475,0.945,0.94125,0.94125,0.9375,0.9375,0.94125,3673098396
