,0,1
0,0.3230428908800706,0.6769571091199295
1,0.40204289309357544,0.5979571069064247
2,0.5259685568098031,0.4740314431901967
3,0.49374942195968036,0.5062505780403199
4,0.7466694191083146,0.25333058089168514
5,0.5244296739149635,0.47557032608503647
6,0.4054012149812649,0.5945987850187352
7,0.4054012149812649,0.5945987850187352
8,0.40451188503999336,0.5954881149600065
9,0.29709750100191645,0.7029024989980834
10,0.611033104700814,0.388966895299186
11,0.4962266457342682,0.5037733542657316
12,0.3345133428628597,0.6654866571371403
13,0.37256563807198245,0.6274343619280176
14,0.4667393651129542,0.5332606348870457
15,0.3500590834662401,0.6499409165337598
16,0.3330487972090716,0.6669512027909285
17,0.4928976273698853,0.5071023726301146
18,0.5170642707747021,0.4829357292252979
19,0.693249447186257,0.30675055281374286
20,0.36980750396349693,0.6301924960365031
21,0.5003776587820153,0.49962234121798477
22,0.34243285483885816,0.6575671451611418
23,0.35539296157062317,0.6446070384293767
24,0.40729068320005324,0.5927093167999468
25,0.46170206999204655,0.5382979300079535
26,0.4497118987655457,0.5502881012344543
27,0.2936158759810527,0.7063841240189472
28,0.38674698076985037,0.6132530192301497
29,0.5201105934702226,0.4798894065297774
30,0.39530291347219176,0.6046970865278082
31,0.5372734987209234,0.46272650127907655
32,0.32628362594590443,0.6737163740540955
33,0.4134327478204117,0.5865672521795884
34,0.5268530581930361,0.47314694180696404
35,0.4363537711439762,0.563646228856024
36,0.5840926201461293,0.41590737985387066
37,0.3319938557721331,0.6680061442278666
38,0.31242528080222126,0.6875747191977789
39,0.17527324224624358,0.8247267577537564
40,0.7190888629598171,0.280911137040183
41,0.25859087431276934,0.7414091256872306
42,0.5780623058565734,0.4219376941434267
43,0.5300497751367171,0.4699502248632827
44,0.40638374445693115,0.5936162555430687
45,0.39354053492603097,0.6064594650739691
46,0.5297325710326859,0.4702674289673141
47,0.5910458886688312,0.40895411133116877
48,0.4134327478204117,0.5865672521795884
49,0.2187401635372572,0.7812598364627428
50,0.36765504051375497,0.632344959486245
51,0.4752067121281886,0.5247932878718113
52,0.31775490957995867,0.6822450904200414
53,0.23193834225391158,0.7680616577460884
54,0.5098043186686192,0.49019568133138086
55,0.36693537220244254,0.6330646277975576
56,0.6725534308339227,0.32744656916607723
57,0.4363537711439762,0.563646228856024
58,0.5466180581405132,0.4533819418594869
59,0.5151206940034372,0.4848793059965629
60,0.7230017305501208,0.27699826944987926
61,0.4421862592409889,0.5578137407590111
62,0.46929734056942035,0.5307026594305795
63,0.6003506973986381,0.3996493026013618
64,0.4892230737421702,0.5107769262578297
65,0.42921795609434404,0.5707820439056559
66,0.5908579076322991,0.409142092367701
67,0.599190319667525,0.40080968033247516
68,0.5420785849293293,0.45792141507067086
69,0.2685038627651585,0.7314961372348415
70,0.33264624296433576,0.6673537570356644
71,0.28022251661793446,0.7197774833820656
72,0.5173479381909043,0.4826520618090957
73,0.3943563857566034,0.6056436142433965
74,0.36351248533870195,0.6364875146612983
75,0.3777463687405689,0.6222536312594311
76,0.18908270285694004,0.8109172971430598
77,0.19436616293112025,0.8056338370688798
78,0.5238677799700993,0.4761322200299008
79,0.4496978560830003,0.5503021439169997
80,0.5295448449793916,0.47045515502060836
81,0.44583258859099373,0.5541674114090063
82,0.5192957951891402,0.48070420481085996
83,0.6533742425675689,0.34662575743243107
84,0.49079892938940867,0.5092010706105914
85,0.21391681690773412,0.7860831830922659
86,0.5802251159744942,0.4197748840255059
87,0.6175224143060938,0.3824775856939062
88,0.40202387913003135,0.5979761208699685
89,0.301684500262243,0.698315499737757
90,0.20701403924909703,0.7929859607509029
91,0.5531469960818447,0.4468530039181553
92,0.47595502328441697,0.5240449767155829
93,0.4372917064315919,0.5627082935684081
94,0.4176445249471852,0.582355475052815
95,0.6292080927433232,0.3707919072566767
96,0.36765511537368833,0.6323448846263117
