1.069099565053368006e-01,8.426877599438673538e-01,-8.873565923173504233e-01,5.873751044405480792e-01,-7.587060340635328748e-01,-1.054535754290559568e+00,4.345806730778957183e-01,-1.192038115477882521e+00
-2.150524629786962461e+00,1.367339322055765916e+00,9.601212147728371837e-01,-1.930498898996876767e+00,1.336786361123805777e+00,2.716651643523932513e+00,-2.068190071517305384e+00,-6.225937198601414480e-01
-4.435734315185742460e+00,6.229491263451460092e+00,-3.241984564526367851e+00,-6.899857372785735521e+00,7.849277842795350679e+00,2.413861442305427207e-01,-5.748066450031944719e+00,6.210762982678851962e+00
5.182101336626918631e+00,-9.992678552102621126e+00,-7.549180340273086820e+00,-8.239878704804366905e+00,-1.183691672991139043e+01,3.329739675056817561e+00,9.744269619038181673e-03,1.214539297635636217e+01
-5.316859733172667468e-01,-6.974046658140160559e-01,8.439014007627692049e-01,-1.544250485331431388e+00,1.293742589016845024e+00,6.593665856971401285e-01,-5.739547226526694468e-01,1.409203420866247392e+00
3.619538725195595497e+00,1.010268314637768938e+01,8.390506880552983660e+00,-7.367652835984302762e+00,-8.286624822855692685e+00,-5.327567490128389593e+00,-2.215106963479875901e+00,9.580329449521933327e+00
-4.678599622155237725e+00,-6.058468224850140693e+00,6.174100154770959525e-01,-6.881828658484216099e+00,6.201055622782497778e+00,-4.915659316976267235e+00,6.340826455611019874e+00,2.342026574250589022e+00
-3.522791344766345478e+00,-1.029353395081011646e+00,2.651471406697234467e+00,2.524718903062173503e+00,-1.292520793776376742e+00,-4.173015493327073777e+00,2.808441498773506240e-01,4.327055151574542791e+00
-3.117984450185929957e-01,1.669016510499401207e+01,1.760916371653027568e+01,-3.831552303133670678e-01,-5.933064638505046728e-01,-1.697925162892125073e+01,-1.751731139141908145e+01,1.839767157561571276e+00
9.617340952503907747e-01,-1.826878694258056868e+01,-1.713753648105056726e+01,-2.601824520561795584e+00,-2.948701122032942212e+00,1.754569649511117291e+01,1.674197610982746554e+01,3.709240776448966770e+00
-7.356552568621678390e+00,5.595657648620599112e+00,2.338897539221047595e+00,-9.020305257540767840e+00,3.894098043891235594e+00,7.746269245834954020e+00,-7.771716030126873065e+00,-4.547671927544364223e+00
6.938293880555490567e+00,6.862088819132296180e+00,1.598843142583926402e-01,-1.021153963036062606e+01,-6.711117887795034598e+00,6.431582763868452624e+00,9.785097644334927125e+00,-1.324289804213004684e+00
4.023748728886204495e-01,-5.204217253103972096e-01,2.230966529299912571e-01,-1.179589548189157622e+00,-1.467215055931595513e-01,5.522739115763330986e-02,9.703839853008806582e-01,-4.481396906652994061e-01
-2.253577774036188419e+00,1.549272990251546744e+00,1.231461265618086998e+00,-2.958099594745645433e+00,-1.969536420140616806e-01,2.127728856394454304e+00,-8.217568167973759996e-01,-2.954301876011335981e+00
9.455370341203419571e+00,9.572783055747112968e+00,-4.581962640898994965e-01,1.349667508263559412e+01,-1.049837166980291947e+01,8.517133557947436984e+00,-1.316129808295359460e+01,-9.921481356749322078e-01
-7.623687099959018942e-01,-8.277289798531821674e-01,-4.091802364123331426e-01,-2.092414164085644401e+00,1.506161749859927568e+00,-6.948197027753906241e-01,8.094563386549212813e-01,9.471054503676400449e-01
3.272824094248005244e-01,1.868948154241226178e-01,5.562092074227802108e-02,8.263086007568617442e-01,-1.369380243723768320e+00,4.814100222919949768e-01,-1.188489169192075590e+00,-8.142711128247193120e-01
1.398973943898367978e+01,1.020468501680901952e+01,-3.631582258709054045e+00,-1.520187421119012861e+01,-6.240140925814832151e+00,1.517641965610812704e+01,1.409962360944790838e+01,-7.845556049407986343e+00
-5.167801493942929092e+00,-1.331766446466192733e+01,9.852479261852684189e+00,-8.552680039461279193e+00,1.267784333940084451e+01,5.146749081197995679e+00,1.453114989622394937e-01,1.402163659506818583e+01
