,Seed,Metric,KernelMix,ExtraTrees,KNN
0,1217050520,0.925,0.98625,0.8925,0.98125
1,2527353828,0.9425,0.97375,0.93125,0.98125
2,2261577236,0.94875,0.97625,0.9275,0.96125
3,313637748,0.94875,0.9775,0.91,0.98125
4,4136654852,0.91,0.975,0.88375,0.97125
5,3015275060,0.96375,0.98375,0.92625,0.97375
6,4205297072,0.94625,0.9875,0.94625,0.9825
7,3134525384,0.95375,0.9775,0.92,0.9675
8,3201740192,0.94625,0.98625,0.9075,0.97375
9,1648988900,0.9425,0.96875,0.9025,0.965
